ward_id,ward_name,latitude,longitude,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,shortwave_radiation_sum,precipitation_sum
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-01,20.9,26.6,16.0,75,9.7,15.86,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-02,20.6,26.9,15.5,79,9.9,15.41,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-03,20.4,26.6,15.3,72,12.0,16.09,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-04,20.2,27.4,14.1,73,10.7,16.14,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-05,20.7,27.9,14.6,73,11.0,16.23,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-06,21.1,28.1,15.4,70,10.2,16.43,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-07,21.0,28.1,14.9,69,14.3,16.1,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-08,21.6,28.4,16.8,72,15.3,16.03,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-09,21.2,27.8,16.0,76,12.3,16.07,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-10,22.4,29.2,16.1,78,13.0,15.34,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-11,23.7,29.5,19.5,77,12.6,15.53,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-12,21.5,27.0,17.6,72,13.3,16.42,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-13,20.2,26.8,14.7,69,15.8,16.82,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-14,21.0,27.7,14.0,76,10.8,16.3,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-15,21.6,28.4,16.1,77,9.7,15.51,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-16,22.1,27.6,18.0,81,12.7,14.14,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-17,21.7,26.1,18.7,87,12.1,10.59,3.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-18,22.9,27.8,18.9,82,21.6,13.08,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-19,22.2,27.3,18.7,77,13.8,14.59,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-20,21.5,27.0,17.6,79,13.3,14.07,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-21,21.4,26.8,18.1,87,7.1,10.03,5.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-22,20.5,24.7,15.7,72,15.7,10.63,1.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-23,21.1,27.7,15.4,66,15.3,14.44,2.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-24,20.2,23.4,17.6,88,18.7,6.56,20.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-25,19.6,24.5,16.0,82,14.9,11.22,0.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-26,19.5,25.4,15.4,75,11.6,17.17,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-27,19.5,25.7,14.2,74,9.7,17.74,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-28,19.7,26.5,14.0,77,12.5,18.0,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-29,20.7,27.6,13.9,77,15.1,17.25,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-30,22.4,28.8,16.6,79,13.7,16.26,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-01-31,23.3,29.5,19.3,75,15.7,16.18,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-01,24.0,30.1,19.8,78,19.3,17.35,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-02,23.3,29.3,19.0,85,14.0,14.22,0.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-03,23.5,29.6,19.3,81,15.5,16.84,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-04,24.2,30.3,19.3,78,13.7,16.86,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-05,24.3,30.9,18.2,79,15.4,18.64,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-06,26.1,32.6,22.0,79,20.3,17.88,0.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-07,25.1,30.3,21.2,80,17.9,14.83,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-08,24.1,29.0,20.5,75,16.8,14.27,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-09,21.8,27.4,17.8,64,15.7,18.98,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-10,21.3,28.0,15.5,64,9.4,19.6,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-11,22.7,29.5,16.9,67,12.8,19.3,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-12,23.5,31.0,17.8,68,14.7,18.95,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-13,23.7,31.7,18.0,73,15.3,18.91,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-14,23.5,31.6,17.6,77,16.3,18.71,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-15,24.4,31.4,18.2,78,17.4,17.57,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-16,24.7,32.1,18.6,68,14.2,19.8,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-17,25.3,32.4,19.8,73,14.4,19.11,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-18,26.0,32.5,20.9,75,15.9,17.91,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-19,26.2,33.2,20.8,75,15.8,18.41,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-20,27.3,35.1,21.6,67,17.2,18.08,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-21,27.6,35.6,21.3,57,21.6,18.65,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-22,27.5,33.1,23.4,66,25.0,18.25,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-23,26.4,31.5,22.2,71,18.8,18.91,0.5
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-24,24.2,28.1,21.3,83,14.3,12.84,9.5
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-25,24.4,30.6,20.9,81,17.7,15.99,6.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-26,25.1,31.1,20.3,71,14.7,19.8,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-27,25.4,31.6,20.2,66,16.7,20.61,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-28,26.7,33.2,21.2,67,11.1,20.17,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-02-29,26.8,33.2,21.4,73,9.8,20.07,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-01,27.2,34.1,23.2,75,12.6,19.92,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-02,27.3,34.7,21.4,72,19.9,20.98,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-03,27.5,33.7,22.7,72,16.9,20.93,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-04,27.6,33.9,22.9,75,17.4,19.26,1.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-05,27.6,34.3,22.2,74,18.7,19.76,0.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-06,26.8,34.6,23.1,80,13.8,18.71,1.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-07,26.8,34.5,23.5,81,13.7,16.5,20.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-08,25.9,31.9,22.6,81,12.0,18.25,3.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-09,26.3,32.7,20.5,67,14.6,21.17,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-10,26.8,33.7,21.0,69,16.6,20.44,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-11,27.2,33.2,21.7,75,16.5,20.7,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-12,29.0,35.5,23.6,74,15.2,20.13,0.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-13,29.4,35.8,25.0,75,20.2,19.37,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-14,29.6,36.5,26.1,72,18.6,19.34,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-15,28.9,36.5,24.7,75,16.9,19.81,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-16,28.4,34.0,24.5,77,15.5,20.87,1.5
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-17,28.1,33.5,23.3,75,10.9,19.61,1.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-18,28.3,33.4,23.6,76,18.1,17.67,7.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-19,24.6,29.1,22.1,84,19.1,9.82,13.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-20,21.4,25.3,18.9,81,19.2,6.98,25.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-21,23.4,29.9,16.3,77,16.6,21.41,0.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-22,26.7,32.3,21.5,78,18.2,21.08,1.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-23,28.0,35.5,21.2,73,17.9,23.01,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-24,28.6,34.9,23.9,75,20.6,22.5,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-25,29.1,35.8,24.2,67,16.8,21.26,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-26,29.0,35.5,23.9,59,21.1,22.41,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-27,29.6,36.3,24.2,63,18.1,23.13,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-28,29.7,37.3,23.8,71,18.8,22.54,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-29,30.1,37.6,23.6,69,19.8,22.84,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-30,30.6,37.7,24.8,65,19.5,21.66,1.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-03-31,30.2,36.5,24.5,66,18.6,20.75,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-01,30.9,37.9,25.1,61,19.3,22.75,0.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-02,30.9,37.9,26.0,70,19.2,23.4,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-03,30.7,37.0,25.1,74,16.9,23.23,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-04,30.9,37.2,25.7,75,16.8,21.57,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-05,32.2,41.2,25.9,66,19.5,23.13,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-06,31.6,39.5,25.7,70,19.1,23.0,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-07,30.1,38.1,25.0,74,15.9,20.94,16.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-08,27.6,33.1,24.3,65,25.3,23.52,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-09,29.0,36.0,24.2,55,25.0,22.19,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-10,29.1,36.1,22.9,59,8.9,21.73,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-11,26.2,28.9,22.6,72,25.8,12.17,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-12,27.3,33.3,22.1,67,14.9,17.7,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-13,29.4,36.3,22.5,57,11.6,23.49,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-14,30.6,37.3,24.0,59,11.5,23.8,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-15,31.5,38.8,25.0,58,16.7,24.28,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-16,32.8,39.9,26.2,59,15.2,24.0,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-17,33.5,40.9,27.0,55,15.8,23.81,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-18,33.1,41.2,26.9,54,16.6,25.55,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-19,32.1,41.4,24.2,61,21.6,25.79,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-20,32.3,39.3,26.5,69,20.3,23.8,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-21,33.2,41.0,26.3,65,20.4,23.27,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-22,33.6,39.9,27.6,50,23.6,22.32,1.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-23,32.8,39.5,26.9,43,17.8,24.58,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-24,32.2,40.0,27.0,56,28.9,23.14,1.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-25,32.8,41.3,25.7,58,17.7,23.72,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-26,32.7,40.3,27.2,68,19.3,24.34,1.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-27,32.6,40.3,27.4,67,17.5,24.74,1.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-28,33.3,40.6,27.2,60,15.6,24.6,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-29,33.2,40.8,27.2,64,17.6,24.07,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-04-30,33.5,41.4,27.8,55,22.0,24.31,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-01,33.2,39.5,29.2,63,21.4,22.63,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-02,32.4,38.4,28.2,71,23.0,23.64,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-03,32.4,39.9,27.0,71,18.3,24.98,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-04,32.0,37.8,27.7,73,22.0,23.12,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-05,31.8,37.9,27.4,74,26.2,24.88,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-06,31.6,37.4,28.4,76,27.8,20.39,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-07,29.8,35.5,27.8,75,31.6,17.95,3.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-08,29.8,35.6,26.4,74,16.6,21.15,4.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-09,30.4,34.9,27.0,74,22.6,20.61,0.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-10,30.6,35.4,27.4,73,23.5,23.31,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-11,31.3,36.1,27.7,74,20.8,23.94,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-12,30.0,35.6,27.2,78,21.2,22.08,13.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-13,30.3,37.1,27.1,75,13.3,23.15,7.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-14,29.9,34.6,26.1,78,15.7,23.1,0.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-15,30.8,36.6,25.6,70,18.0,24.27,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-16,30.8,35.3,27.8,71,17.3,17.58,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-17,31.9,37.7,27.8,69,18.2,22.53,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-18,31.5,36.7,28.1,74,16.0,19.57,3.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-19,31.2,34.9,28.3,73,14.3,21.87,0.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-20,31.6,35.7,28.9,72,18.9,22.5,0.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-21,31.2,36.2,28.2,74,18.1,21.49,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-22,31.2,36.0,27.9,74,20.5,22.74,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-23,31.0,36.1,26.8,71,16.4,23.55,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-24,30.8,34.8,27.4,72,19.7,18.61,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-25,30.9,34.6,28.1,76,20.0,20.11,12.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-26,30.0,34.5,27.9,79,18.4,6.84,16.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-27,31.6,36.2,27.8,78,21.1,15.77,0.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-28,32.9,37.9,30.0,77,24.9,23.73,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-29,32.9,37.2,29.9,76,26.3,24.62,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-30,32.5,36.9,29.8,77,26.8,23.87,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-05-31,32.3,36.7,29.9,78,26.3,22.16,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-01,31.9,35.4,29.3,77,24.6,18.35,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-02,31.3,36.4,28.2,78,25.5,19.62,21.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-03,30.7,35.6,27.8,74,22.7,20.27,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-04,31.0,37.9,28.4,79,18.0,20.29,10.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-05,32.0,36.7,28.2,70,15.0,24.16,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-06,32.4,38.8,27.4,70,20.4,24.69,3.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-07,31.7,37.4,28.3,72,20.9,24.46,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-08,31.7,37.7,27.4,71,23.0,24.87,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-09,32.2,38.9,27.8,69,23.0,24.63,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-10,31.8,38.0,27.4,68,22.6,25.38,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-11,31.4,37.2,27.6,72,22.3,24.8,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-12,31.7,39.3,28.1,73,21.1,22.79,8.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-13,32.1,38.3,28.6,71,24.8,22.29,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-14,32.6,38.2,28.4,66,21.1,20.82,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-15,33.1,39.7,28.8,68,22.7,24.34,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-16,31.4,37.2,27.7,74,16.7,21.61,11.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-17,31.2,37.4,29.0,76,26.7,16.06,24.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-18,31.1,36.0,29.0,77,26.1,14.1,9.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-19,32.0,37.6,28.5,72,23.8,21.37,0.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-20,31.1,35.8,28.4,75,16.8,19.36,6.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-21,29.2,34.7,27.2,81,10.5,19.38,13.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-22,29.2,33.5,26.2,80,15.2,19.84,3.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-23,30.1,33.9,27.1,78,21.0,20.74,0.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-24,30.5,34.5,27.9,75,17.7,22.46,0.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-25,30.4,35.5,27.9,77,16.4,22.51,7.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-26,29.4,34.2,27.2,82,14.8,19.4,8.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-27,28.5,32.1,26.5,85,18.4,18.09,10.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-28,29.1,33.7,26.6,84,13.0,18.45,4.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-29,28.7,33.9,26.2,85,18.9,15.88,18.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-06-30,28.0,31.6,26.1,88,18.7,12.87,28.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-01,28.6,32.0,26.6,83,20.2,14.97,2.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-02,29.1,32.4,26.6,83,16.9,12.27,1.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-03,28.2,31.0,26.8,88,14.6,8.09,14.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-04,28.8,33.0,26.9,86,18.0,18.47,13.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-05,29.0,32.4,27.0,85,20.8,16.48,2.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-06,28.6,32.0,26.0,86,19.6,17.86,8.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-07,28.4,32.7,26.0,87,14.6,20.48,14.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-08,28.2,31.4,25.5,84,15.6,17.28,3.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-09,28.5,32.0,25.7,82,21.1,20.37,2.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-10,29.3,32.4,26.9,79,19.3,22.52,0.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-11,29.2,32.3,27.3,82,20.3,16.47,6.5
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-12,28.5,32.9,26.6,86,18.1,14.03,12.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-13,28.8,32.7,26.2,85,10.6,18.51,7.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-14,28.5,33.2,26.0,86,15.6,22.91,13.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-15,28.0,31.3,25.5,86,16.9,19.36,12.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-16,28.4,32.4,25.7,84,14.8,19.35,6.1
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-17,28.7,32.2,25.9,85,13.6,20.52,5.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-18,28.8,32.4,26.3,84,19.4,18.98,17.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-19,28.5,31.4,26.3,84,26.2,18.46,9.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-20,28.4,32.4,26.5,85,18.3,13.97,7.2
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-21,29.0,32.5,26.5,82,22.6,19.41,1.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-22,28.4,31.8,26.6,82,22.7,17.09,2.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-23,27.8,30.4,26.5,87,20.6,10.86,6.7
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-24,27.8,30.9,25.6,85,23.1,15.39,6.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-25,27.7,31.2,25.2,86,19.1,13.9,5.9
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-26,28.6,32.2,25.7,82,21.6,18.03,8.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-27,28.9,32.7,25.7,83,16.0,18.66,2.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-28,29.1,32.9,25.7,82,10.2,19.92,27.8
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-29,28.4,32.1,25.8,89,12.6,14.25,17.0
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-30,28.3,32.3,26.2,88,13.8,17.95,20.6
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-07-31,28.1,31.9,26.1,90,15.0,14.22,25.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-08-01,27.4,29.7,26.1,92,18.9,6.57,23.3
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-08-02,28.1,30.5,26.8,84,22.9,12.34,1.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-08-03,28.7,31.6,26.5,82,21.7,16.19,2.4
BBSR-01,Bhubaneswar Zone 01,20.2961,85.8245,2024-08-04,29.1,31.9,26.8,83,20.9,12.56,1.1
